334	In the Japanese automotive industry, ____ bigger than Honda.	Toyota is only the	Toyota only is the	is Toyota only	only Toyota is	D	副詞onlyの位置は、主語を修飾する場合は主語の前か後で、主語以外の語の場合は本動詞の前に置くのが普通。be動詞、助動詞がある場合は本動詞との間に置かれる。thanを伴うふつうの比較級の文では、比較級の前にtheはつかないので、A、Bは不可。	日本の自動車産業の中で、ホンダより大きいのはトヨタだけである。	比較	600	automotive	自動車の									
334	____ no stock in this factory.	There was	This was	So that was	That is	A	文として成り立たせるためには、主語と述語が必要。There wasだけ文法的に正しい。	この工場には在庫がなかった。	文型	470	stock	(売り物の)在庫品、仕入れ品									
430	She is ____ on her way to becoming a popular singer.	big	long	eager	well	D	副詞句を修飾するのは副詞であるからwellを選ぶ。他のものは形容詞。	彼女はかなり人気の歌手になりつつある。	語彙	730	eager to do	しきりに〜したがる									
346	This new idea will be ____ to improving our profit.	key	instance	point	indicator	A	key to ...で「（問題解決の）かぎとなる、（〜にとって）重要な」という意味。「要点・核心」の意味のpoint、「尺度」の意味のindicatorは前置詞toではなくofを伴う。	この新しいアイデアは当社の利益を向上させるかぎとなるだろう。	熟語	600	key to	（問題解決の）かぎとなる、（〜にとって）重要な	profit	(金銭上の)利益、利得							
432	If you buy ____ of these two headphones, I can give you a special discount on your purchase.	several	either	other	all	B	「（２つのうち）どちらか、どちらでも」という時の代名詞はeither。3つ以上のものについてはanyを用いる。	もし２つのうちどちらかのヘッドホンを購入されましたら、お買い上げ時に特別割引をさせていただきます。	その他	600	headphone	ヘッドホン	discount	割引							
72	He was robbed ____ .	his wallet	of his wallet	from his wallet	to his wallet	B	rob + someone + of ...で「someoneの...を盗む」という意味になる。fromやtoがofの代わりになることはない。	彼は札入れを盗まれた。	熟語	600	rob + someone + of ...	someoneの...を盗む	wallet	札入れ							
33	After the meeting with client, he took long time to think about what they ____ .	discuss	discussed	have discussed	had discussed	D	tookは過去形であることに注意。話し合ったのは検討する前に行われていたことなので、過去完了が適切。	顧客との打ち合わせのあと、彼は彼らが話し合ったことを検討するのに長時間かかった。	時制	600	client	顧客									
20	One of my brothers is an engineer, and ____ is a salesman.	others	the other	other	the others	B	空白の後ろにisが入っており、空白には単数を表す語が入るため、the otherとotherが候補になる。otherの場合、後に続く単数形の名詞の前にno, anyなどの単語が入る必要がある。	私の兄弟のうち一人はエンジニアで、もうひとりはセールスマンです。	名詞	600											
70	____ as fast as I could, I still failed to catch the train.	To run	Running	Since I run	As I run	B	「走ったけど、間に合わなかった」という文意から逆接の関係であることがわかる。Runningを分詞構文として使用すると適切。「Since I run」「As I run」だと逆接にならない。	できるだけ早く走ったけれども、それでも私は電車に間に合わなかった。	分詞	600	as ~ as S can	Sができるだけ〜する									
76	I remember my brother ____ me Mathematics.	teaching	who	which	to be	A	空白より前の部分で文章として完結しているため、空白以降はmy brotherを修飾する内容が入る。動名詞の意味上の主語はmy brotherでもmy brother'sでも良い。	私は兄が数学を教えてくれたことを覚えている。	動名詞	470	mathematics	数学									
80	It is no use ____ to him. He doesn't listen to anyone.	to talk	talk	talking	to be talked	C	「It is no use ~ing」で「〜してもむだだ」という意味。	彼と話をしてもむだだ。彼は全然人の話を聞かない。	動名詞	600	It is no use ~ing	〜してもむだだ									
161	His proposal was ____ because there was a better one.	reject	rejects	rejected	rejection	C	文意から、空白には受動態の動詞を入れないといけない。	よりよい提案があったため、これの提案は拒否された。	その他	470											
19	____ two straight weeks of snow, we decided to go skiing.	To be followed	Being followed	Followed	Following	D	followingには「〜の後で」という意味がある。また、空白の後ろには名詞句が続いていることから、空白には能動態が必要だとわかる。	2週間連続して雪が降った後、私たちはスキーに行くことにした。	接続詞	730	following	〜の後で	go skiing	スキーに行く							
422	This new product priovides a ____ of options for the advanced user.	scope	width	range	scale	C	選択肢の中で「a ... of + 複数名詞」の表現が可能なのはrangeのみ。scopeには範囲という意味があるが、aはつかない。widthは物理的な「幅の広さ」を表す。	この新しい商品は上級レベルのユーザーに、ある種の選択の幅を提供している。	熟語	600	scope	範囲	width	幅	range	（変動可能な）幅、範囲	scale	規模			
25	The financial condition of that country is ____ a serious crisis.	approaching	approaching for	approaching to	approaching by	A	主語は「国の財政状態」で、「（危機に）近づいている」主体のため、能動態になる。approach（～に近づく）は他動詞のため、前置詞を伴わず目的語をとることができる。	あの国の財政状態は深刻な危機に近づいている。	動詞の活用	600	approach	～に近づく									
344	My mother was engaged ____ gardening.	to	in	of	on	B	be engaged inで「〜に従事している」という意味がある。	私の母は庭仕事をしていた。	前置詞	600	be engaged in	〜に従事している									
342	I work in the global company, ____ .	like you do	you like to do	do you like	you are doing	A	接続詞likeには「〜のように」という意味がある。asに置換することも可能。	私はあなたと同じようにグローバルカンパニーで働いている。	接続詞	470	like	〜のように									
256	After submiting the paperwork,George was granted legal immigrant ____ .	station	stature	state	status	D	移民申請の手続きが終わった後に与えられるものは「法的の移民の身分・資格」であると推察されるから、status（地位、身分、資格）が適語である。station（駅）、stature（身長）、state（状態）は文脈に合わない。	事務書類を提出した後、ジョージは移民の資格が与えられた。	語彙	600	stature	身長	state	状態	status	地位、資格、身分					
160	She ____ the piano since she is nine years old.	play	is playing	has been played	has played	D	「9歳の時からピアノを弾いている」という内容で、過去のある時点から現在までの継続を表しているので現在完了形を入れる。	彼女は9歳の時からピアノを弾いている。	完了形	470	since	〜以来、〜の時から									
346	She has been accused of ____ her personal history.	mistaking	renovating	correcting	falsifying	D	accuse ... of ~で「...を~の理由で訴える」という意味。履歴書をどうしたのかを考える。	彼女は履歴書を偽ったとして非難された。	語彙	730	renovate	（掃除・補修・改造などによって…を）新たにする、修復する	falsify	（書類などを）変造する，偽造する.							
342	____ you understand our operations, let's take a tour of our office.	So now	Now then	And now	Now that	D	now thatで「今や〜だから」という意味がある。	私達の作業工程を理解していただいたところで、オフィスをご案内しましょう。	熟語	600	Now that	今や〜だから									
34	The concert hall was restored to its original ____ after renovations.	beauty	beautify	beautiful	beautifully	A	空欄の前には所有代名詞itsと形容詞originalがある。空欄の後は前置詞句after～のため、空欄には名詞が入る。beautifyは動詞、beautifulは形容詞、beautifully副詞である。	そのコンサートホールは改築のあと、もとの美しい状態に修復された。	品詞	600	renovation	修復									
155	I was disappointed ____ the result.	against	to	with	for	C	「be disappointed with ~」で「〜にがっかりする」という意味。前置詞withをセットで覚えておく。	私はその結果にがっかりした。	前置詞	600	be disappointed with ~	〜にがっかりする									
336	The fact ____ she is smarter than him makes him mad.	which is	that	is that	of which	B	The face that〜で、「〜という事実」という意味になる。関係代名詞が入ることも考えられるが、Dでは意味が通らない。	彼より彼女の方が頭が良いという事実により、彼は腹を立てた。	接続詞	470	mad	（人が）気の狂った、腹を立てて									
92	I learned to ____ each other's ideas.	respect	refrain	reply	repeat	A	each other's ideasを目的語として自然な意味になるのはrespectのみ。	私はお互いの考えを尊重することを学んだ。	語彙	730	respect	尊重する	refrain	控える、我慢する	reply	答える、応答する	repeat	繰り返す			
159	I give you a book ____ you can kill time.	to	so	for	then	B	「〜するように」という副詞節を導く接続詞so thatのthatが省略されている。	あなたが時間を潰せるように、私はあなたに本をあげます。	前置詞	470											
344	According to the weather forecast, the humidity is expected to increase ____ this evening.	lightly	slightly	weakly	warmly	B	湿度(humidity)が上昇する、という文章を修飾するのに適切な副詞を選ぶ。この場合、slightly「わずかに」が適切。	天気予報によると、湿度は今晩にはわずかに上昇すると予想されている。	語彙	600	lightly	軽く、軽率に	slightly	わずかに	weakly	弱々しく	warmly	暖かく			
432	My brother appeared happy ____ the news that he could get a scholarship.	on	to	for	at	D	atには感情を表す動詞・形容詞・名詞とともに用いて「〜を見て、〜を聞いて、〜を知って」というように原因や理由を表す用法がある。	私の兄は奨学金を受けられるという知らせを聞いてうれしそうだった。	前置詞	600	scholarship	奨学金									
21	We should take ____ of this opportunity in order to get a promotion.	advantage	service	profit	benefit	A	「take advantage of ~」で、「〜を利用する」という意味がある。	昇進するためにこの機会を利用すべきだ。	語彙	600	take advantage of ~	〜を利用する	get a promotion	昇進する							
155	She wanted to ____ her decision until tomorrow.	ascertain	determine	delay	cancel	C	「明日まで決定を〜する」という文意に適切なのはdelayのみ。	彼女は彼女の決定を明日まで延期させたかった。	語彙	600	decision	決定、決断	ascertain	確かめる、確認する	determine	決心する、決意する	delay	遅らせる、延ばす			
20	To make a profit, we should work ____ .	cooperatively	cooperative	cooperate	cooperation	A	空白にはworkを後ろから修飾する副詞が入る。選択肢の中で副詞なのはcooperativelyのみ。	利益を上げるために、私たちは協力して働くべきだ。	品詞	470	make a profit	利益を上げる	cooperatively	協力して、共同して							
338	____ of me deciding for all of us, let's have a discussion.	Regardless	Instead	Despite	Because	B	instead ofには「〜の代わりに」という意味がある。	全員を代表して私が決める代わりに、ディスカッションをしましょう。	接続詞	600	regardless of	〜にかまわず	instead of	〜の代わりに	despite of	〜にもかかわらず	because of	〜の理由で			
420	He usually ____ extremely high standards for himself.	make	build	set	hold	C	standard（基準・標準）を「設定する」はset。fixも同様に使用可能。	彼は普段自分にとって非常に高い標準を設定する。	語彙	730	set	（基準・標準を）設定する									
92	She loved this drama, even though it was totally ____ .	function	fictitious	factitious	factious	B	文意が通るのはfictitiousのみ。	たとえそれが完全に架空のことであろうと彼女はそのドラマが大好きだった。	語彙	860	faction	派閥、党派	fictitious	架空の、嘘の	factitious	人為的な、不自然な	factious	党派的な			
40	Why ____ you think he smoked?	are	am	should	of	C	疑問詞(wh-)とともにshouldを用いると「いったい全体」と強い疑念を表す。	いったいどうして彼がたばこを吸ったと思うのですか。	助動詞	600	smoke	たばこを吸う									
74	I ____ if he'd be able to get a ticket.	convinced	awaited	sought	asked	D	空白の後にif文が続くことができるのはaskedのみ。他のものはif文を目的語として取らない。	私は彼がチケットを取得できるかどうか尋ねた。	語彙	860	convince	納得させる	await	待つ	seek	捜す、探し求める					
73	____ in plain English, this book is good for my students.	Writing	Written	To be	To write	B	接続詞が文の中にも選択肢の中にも存在しないため、省略されていることがわかる。選択肢の中ではWrittenは受動態の分詞構文（being + 過去分詞）として使える。	簡単な英語で書かれているので、この本は私の生徒たちに適している。	分詞	730	plain	明白な、簡単な									
254	He stalled this project by ____ further funding.	withhold	be withheld	withholding	withheld	C	前置詞byの後には名詞または動名詞が続くため、withholdingが正しい。	彼はそれ以上の投資を控えることによりこのプロジェクトを凍結した。	動名詞	470	withhold	差し控える、（感情などを）抑える	stall	（車をエンストなどで）止まらせる、（エンジンを）止める							
72	____ open, the window let in some cool air.	To be	To	Being	Doing	C	どの選択肢にも主語が入っておらず、省略されていることから分詞構文の問題と推測できる。Beingだと、「窓が開いていたので」という意味になり、文意が通る。	窓が開いていたので、涼しい空気が入ってきた。	分詞	600	let in	（〜を）入れる、通す									
33	The judge said that Paul needed to reflect his ____ while completing 40 hours of comunity service.	mistake	mistaking	mistaken	mistakenly	A	代名詞（ここではhis）の後には名詞が続くので、mistakeが正解。mistakeには名詞と動詞の意味がある。	判事はポールには40時間の奉仕活動を行う中で、自分の過ちを反省する必要があると言った。	品詞	600	judge	判事	reflect	～を反省する							
89	Statistics from Japan shows a trend of ____ unemployment rates in recent years.	to rise	rising	risen	rise	B	showの目的語がa trend of ____ unemployment ratesである。前置詞ofの後には名詞（句）が続くので、unemployment ratesを修飾する形容詞が入り、unemployment rates rise.という文が成立するので現在分詞が適切。	日本の調査によると、近年失業率の上昇傾向がある。	分詞	600	statistics	統計調査									
92	His statue will be ____ near my house next month.	extended	expended	elected	erected	D	erect「〜を立てる」しか文意が通らない。	翌月私の家の近くに彼の像が立てられる。	語彙	730	expend	費やす、消費する	elect	（投票で）選挙する、選ぶ	erect	直立の、立てる					
338	I'll be happy to ____ some questions, if you have any.	bring	serve	open	take	D	文意から質問を「受ける」立場にあるので、takeを選ぶ。質問をする場合はask a questionとなる。	もしも何かあれば、喜んで質問を受け付けます。	語彙	600	take a question	質問を受ける	ask(put) a question	質問をする	answer a question	質問に答える					
346	____ the volume of letter we receive, we can't respond to all of them.	In spite of	Most of	By means of	Because of	D	「受け取った手紙のすべてに返事ができない」という文脈から判断する。「〜のため」という意味のbecause ofが適切。その他の選択肢は意味が通らない。	受け取った手紙の量が多いので、そのすべてに返事を書けるわけではない。	接続詞	730	In spite of	〜にもかかわらず	By means of	〜によって	Because of	〜のため					
157	The princess hopes ____ of her room as soon as possible.	getting out	out get	being out	to get out	D	hopeは不定詞だけを目的語に取ることができる動詞。	そのプリンセスはできるだけ早く彼女の部屋から出ることを望んだ。	不定詞	600	get out	（外へ）出る、外出する									
155	We ____ haven't got any message from him.	soon	already	even though	still	D	「まだ〜を受け取っていない」という内容なので、stillが正しい。even though（たとえ〜だとしても）は後に節を導く形を取るので不可。	私達はまだ彼からのメッセージを受けていない。	完了形	600	even though	たとえ〜だとしても									
434	The boy is probably the ____ child that I've ever seen.	happier	happiest	more happy	happy	B	空所の前にtheがついていること、またthat I've ever seenと関係代名詞のthat節で限定していることから考えて、最上級のhappiestを選ぶ。比較級でtheがつくのは、2者の間で比べて「一方の方がより〜だ」という時。	その少年は私が今まで会った中でおそらく最も幸せな子供だ。	比較	470											
346	The sign says that slow traffic should ____ to the left.	come	take	keep	make	C	keepは自動詞で「離れない、とどまる」の意味。keep to the leftで「ずっと左側にいる」ということ。keep leftという表現も同じ意味。come to left「左側に来る」だけでは標識の説明には不十分。makeには「進む」という意味の自動詞があるが、forやtowardを伴うのがふつう。	標識は、遅い車は左側走行を指定している。	熟語	730	keep to	〜にとどまる									
66	He took pictures of birds ____ in the sky.	to fly	flying	will fly	to be flown	B	空白以前の部分で、文章としては完結している。そのため、空白以降の部分でbirdsを後ろから修飾していると考えられる。「飛んでいる小鳥」という能動態の文章なのでflyingが適切。	彼は空を飛んでいる小鳥の写真を撮った。	分詞	470	take pictures	写真を撮る									
248	If I ____ you, I'd study harder if you want to get high score.	was	am	are	were	D	現在の事実に反する仮定や想像を表す仮定法過去では、if節中のbe動詞は、人称・数に関係なくwereを用いるのが原則。ただし、口語では、主語がIの時にwasを用いることがある。	もし僕が君だったら、良いスコアを取りたかったらもっと勉強するだろう。	仮定法	600											
338	Since it seems you are sick, you ____ see a doctor.	may as well	may be well	very well	well better	A	「気分が悪いそう」と「医者に診てもらう」から判断して、may as well「〜した方がいいだろう」を選ぶ。had betterのやわらかい言い方。	あなたは気分が悪そうなので、医者に診てもらった方がいいだろう。	助動詞	600	may as well	〜したほうがいいだろう									
422	No one could ____ him to give the details.	produce	deduce	reduce	induce	D	「S + V + O（人） + to-不定詞」の形をとる他動詞はinduce（説いて〜する気にさせる）のみ。他の選択肢は文意に合わない。	誰も彼に詳細を明らかにしてもらうことはできなかった。	語彙	730	deduce	推測する	induce	説いて〜する気にさせる							
86	I waited for her ____ two hours at the book store and decided to leave there.	until	since	when	for	D	2時間という期間を表すのに適切なのはfor。untilは「〜まで（ずっと）」という継続を表すのでここでは不可。	私は本屋で2時間彼女を待ったが、そこを立ち去ろうと決めた。	前置詞	600	book store	本屋、書店									
256	If you need help in opreating the ATM, please ask a ____ for assistance.	check	clerk	cloak	crook	B	銀行のATMなどで困ったら誰に助けを求めるか考える。ask...for~は「・・・に～を求める」の意味なので、空欄には人が入る。よって、clerk（事務員、係員）が適切である。	ATMの操作するのに助けが必要なら、係員に助力を求めてください。	語彙	470	check	照合	cloak	マント	crook	曲がったもの	ask...for~	・・・に～を求める			
22	____ rises in electric cost, this store has decided to turn off light in the daytime.	Due to	In fact	While	Whenever	A	空白の後ろにあるrisesは名詞で「電気代の高騰により、〜」という文章の流れになる。WheneverとWhileは、後ろに節を必要とする接続詞なので不可。	電気代の高騰により、この店は日中は電気を消しておくことに決めた。	接続詞	600	in the daytime	昼間に、日中に									
248	If she ____ available, I would go to see her.	am	were	are	was	B	現在の事実に反する仮定や想像を表す仮定法過去では、if節中のbe動詞は、人称・数に関係なくwereを用いるのが原則。ただし、口語では、主語がIの時にwasを用いることがある。	もし彼女に時間があるなら、私は彼女に会いに行くだろう。	仮定法	600											
424	Professional baseball teams ____ to compete for the qualified people they need on the team.	forcing	will force	force	are forced	D	他動詞forceは「S + V + O + to-不定詞」の形で「～を強制する」という意味になる。	プロ野球チームはチームに必要な有能な人たちを獲得するために競争せざるを得ない。	動詞の活用	600	compete	競争する	qualify	資格を与える、適任とする							
252	George neither sued for damages ____ filed a complaint.	nor	and	either	or	A	neither A nor Bは「AもBも～（し）ない」の意味の重要表現で、主語として用いられる場合も述語として用いられる場合もある。	ジョージは損害賠償を求めることも告訴状を提出することもしなかった。	熟語	600	neither A nor B	AもBも～（し）ない	sue	訴訟を起こす	file	（申請書・告訴などを）提出する、提起する					
248	____ how he explains his idea, she doesn't agree with him.	As a matter of fact	No matter	For that matter	The matter	B	譲歩を表す「no matter + 疑問詞」（たとえ～であっても）の形を表す。疑問詞にはhow以外に、what, who, whereなども使用できる。	彼がたとえどのように彼の意見を説明しても、彼女は彼に賛同しない。	接続詞	470	no matter how	たとえどのように～しても									
156	My tasks ____ with a variety of computer programs.	included familiarizing myself	included familiarizing	were included learning	entailed	A	動詞entail、familiarize、learnはすべて他動詞で目的語を取る。選択肢の中で唯一目的語を持っているのはincluded familiarized myself。	私の仕事はさまざまなコンピュータープログラム言語に慣れさせることも含まれていた。	語彙	860	entail	〜を必要とする、伴う	familiarize someone with	人を〜に慣れさせる							
422	You acted ____ when you bought such a meaningless product without consulting me first.	foolishly	foolish	fooled	fool	A	動詞のactを修飾するのは副詞のfoolishly。You acted the foolだと「ばかなまねをする」という意味になる。	私に相談もしないでそんな無意味なものを買うとは君も愚かなことをしたもんだ。	文型	470	foolish	愚かな									
160	After taking a bath, I listen to music ____ .	never	always	ever	sometimes	D	頻度を表す副詞は通常、動詞の前に置かれるが、sometimesは文頭でも文末にも置くことができる。それ以外の単語はどれも文末には置けない。	入浴した後、私は時々音楽を聞く。	語彙	600	take a bath	入浴する									
20	Ms. Sherry, who is the ____ of this company, is respected by all of the staffs.	find	founder	found	founding	B	空白の前にthe、後ろにofがあることから、空白には名詞が入ることがわかる。選択肢の中ではfounder「創業者」が名詞として使えて適切。	この会社の設立者であるシェリーはすべてのスタッフに尊敬されている。	品詞	470	founder	創業者									
334	Refrigerating food at the low temperature helps ____ the spread of bacteria.	slowing down	slows down	to slow down	is slowed down	C	「食品を冷蔵すること」が「菌の繁殖を抑える」のだから、to slow downが正しい。helpの後には不定詞が続かないといけないため、A、Bは不適切。Dはis slowed downの後にbyが必要であり、かつ因果関係が逆になるため不可。	食品を低い温度で冷蔵すると菌の繁殖を遅らせるのに役立つ。	不定詞	600	refrigerate	（~を）冷却する									
158	She will ____ shopping in one hour.	goes	going to	go	going	C	go + 動名詞で「〜しに行く」という意味。is goingのような現在進行形は、未来形を表現することがある。	彼女は一時間後に買い物に行くだろう。	動詞の活用	600	go shopping	買い物に行く									
342	I'm sorry to say that you ____ me with no choice but to go to San Francisco as soon as possible.	surprise	leave	give	decide	B	「leave + 人 + with + 物・事」で、「人に（物・事）を任せる」という意味になる。giveの場合、直接目的語の前にwithを用いないので不可。	残念だが君にはできるだけ早くサンフランシスコに行ってもらうしかない。	語彙	730	leave + 人 + with + 物・事	人に（物・事）を任せる	as soon as possible	できるだけ早く							
19	I was ____ my way to the office when earthquake occured.	by	from	on	for	C	「on one's way to」で「〜へ向かう途中で」という意味。	地震が発生した時、私はオフィスに向かう途中だった。	前置詞	600	earthquake	地震	occur	起こる、生じる	on one's way to	〜に向かう途中で					
334	She was thought ____ for not doing her task.	decisive	deceptive	receptive	creative	B	受動態の文章になっていることから、「彼は他人にどう思われたか」という内容である。文意よりdeceptiveが適切。	彼女は仕事をしなかったので当てにならないと思われた。	語彙	730	decisive	断固とした	deceptive	人をだますような、あてにならない	receptive	（新しい考えなどに）理解が早い	creative	創造力がある			
428	The man ____ near the caffee works for IT company.	notice	notices	noticing	noticed	D	主語The manの述語にあたる動詞はworksであるから、空所には分詞形のnoticedかnoticingが入る。男性は「目撃した」のではなく、「目撃された」ので、過去分詞形であるnoticedが適切。	カフェ近くで目撃された男性はIT会社で働いている。	分詞	730	notice	目撃した、気づいた									
78	I enjoyed ____ an English book.	read	to read	have read	reading	D	enjoyは動名詞だけを目的語に取る動詞である。	私は英語の本を読むのを楽しんだ。	動詞の活用	600	enjoy ~ing	〜することを楽しむ									
157	The workers stopped ____ since they heard the bell.	walk	to work	working	worked	C	stop ~ingは「〜するのをやめる」という意味で、stop to doは「止まって〜する」という意味。	そのベルを聞いたので、労働者たちは働くのをやめた。	動名詞	600											
158	If you insist on ____ in the office, our boss will fire you.	smoke	smoking	to smoke	being smoking	B	insist on ~ingで「〜を主張する」という意味。	もしあなたがオフィスでタバコを吸うと言い張ったら、私達のボスはあなたをクビにするだろう。	熟語	600	insist on ~ing	〜を主張する									
58	Since she explains all of necessary things, I have nothing ____ to say.	more	do	did	me	A	「have nothing more to say」で、「それ以上に言うことはない」という意味。	彼女が必要なことをすべて説明したので、私はそれ以上に言うことはない。	熟語	600	have nothing more to say	それ以上に言うことはない									
80	I am looking forward to ____ you next month.	see	saw	be seen	seeing	D	look forward toのtoは不定詞のtoではなく、前置詞のtoなので、後ろには動名詞形のseeingが適切。	私は翌月あなたに会うことを楽しみにしています。	熟語	470	look forward to	〜を楽しみに待つ									
34	Officials at the NY court where Tim works declined to ____ on the report.	criticize	comment	state	review	B	空欄の後にはon the report〈前置詞＋名詞〉が続いている。選択肢はすべて「批評する」といった単語だが、criticize、state、reviewは目的語を直接取る他動詞である。comment onで「～について述べる」という意味になる。	ティムが働くニューヨーク裁判所の職員はその報告へのコメントを拒否した。	語彙	600	official	役人、職員	comment on	～について述べる							
340	We'll ____ the inconvenience this incident has caused you.	make way for	make do with	make up for	make out with	C	inconvenience「不都合」とあるので、make up for「（不足・損失など）を補う」が適切。それ以外の選択肢は文意に合わない。	この事件により生じた不都合の償いをするでしょう。	熟語	600	make way for	〜に道を譲る	make do with	（不十分なものを）〜で間に合わせる	make up for	（不足）〜を補う	make out with	〜でやっていく			
248	The new plan is unlikely ____ by the board of directors.	to have passed	to pass	to be passed	to have passed	C	他動詞passには、「（主語によって計画などが）通過する・通過させる」という意味がある。本問の場合、主語は「the board of directors」である。	新しい計画は取締役会を通りそうにない。	熟語	600	be unlikely to	～しそうにない									
34	You ____ to leave now if you want to be in time.	will	has	ought	were	C	「ought to do」で「〜しなければならない」「当然〜である」という意味がある。Youは2人称なのでhasは不可。wereだと時制が合わない。	遅れたくなかったら、あなたは今出発すべきだ。	助動詞	470	ought to do	〜すべきだ									
21	I think that her idea is superior ____ any others.	than	as	to	from	C	「be superior to ~」で「〜より優れている」という比較級の意味がある。	私は彼女の意見が他の何よりも優れていると思う。	比較	600	be superior to ~	〜より優れている									
336	I expect him ____ a doctor.	to become	that	becoming	that is	A	「（人・物事）が〜だろうと思っている」という時はexpect to-不定詞またはthat節を伴う。	私は彼が医者になるだろうと思う。	不定詞	600											
